Year,Sex,Family status,Immigrant admission category,Landing age group,Income type,VALUE
2012,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",20 to 24 years,All income,23000
2012,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",25 to 34 years,All income,27000
2012,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",35 to 44 years,All income,37000
2012,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",45 to 54 years,All income,38000
2012,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",55 to 64 years,All income,105000
2012,Females,Principal applicants,"Provincial/territorial nominees, principal applicants",65 years and over,All income,47000
2012,Females,Principal applicants,Refugee dependents,20 to 24 years,All income,11500
2012,Females,Principal applicants,Refugee dependents,25 to 34 years,All income,13200
2012,Females,Principal applicants,Refugee dependents,35 to 44 years,All income,12800
2012,Females,Principal applicants,Refugee dependents,45 to 54 years,All income,12100
2012,Females,Principal applicants,Refugee dependents,55 to 64 years,All income,11700
2012,Females,Principal applicants,Refugee dependents,Less than 20 years,All income,7100
2012,Females,Principal applicants,Refugees landed in Canada,20 to 24 years,All income,14400
2012,Females,Principal applicants,Refugees landed in Canada,25 to 34 years,All income,18200
2012,Females,Principal applicants,Refugees landed in Canada,35 to 44 years,All income,19200
2012,Females,Principal applicants,Refugees landed in Canada,45 to 54 years,All income,18500
2012,Females,Principal applicants,Refugees landed in Canada,55 to 64 years,All income,15200
2012,Females,Principal applicants,Refugees landed in Canada,65 years and over,All income,9500
2012,Females,Principal applicants,Refugees landed in Canada,Less than 20 years,All income,8400
2012,Females,Principal applicants,"Skilled workers, principal applicants",20 to 24 years,All income,34000
2012,Females,Principal applicants,"Skilled workers, principal applicants",25 to 34 years,All income,30000
2012,Females,Principal applicants,"Skilled workers, principal applicants",35 to 44 years,All income,30000
2012,Females,Principal applicants,"Skilled workers, principal applicants",45 to 54 years,All income,30000
2012,Females,Principal applicants,"Skilled workers, principal applicants",55 to 64 years,All income,34000
2012,Females,Principal applicants,"Skilled workers, principal applicants",65 years and over,All income,78000
2012,Females,Principal applicants,"Skilled workers, principal applicants",Less than 20 years,All income,23000
2012,Females,Spouses,"Business class, spouses and dependents",20 to 24 years,All income,11900
2012,Females,Spouses,"Business class, spouses and dependents",25 to 34 years,All income,13000
2012,Females,Spouses,"Business class, spouses and dependents",35 to 44 years,All income,9900
2012,Females,Spouses,"Business class, spouses and dependents",45 to 54 years,All income,9800
2012,Females,Spouses,"Business class, spouses and dependents",55 to 64 years,All income,8600
2012,Females,Spouses,"Canadian experience class, spouses and dependents",20 to 24 years,All income,15000
2012,Females,Spouses,"Canadian experience class, spouses and dependents",25 to 34 years,All income,26000
2012,Females,Spouses,"Canadian experience class, spouses and dependents",35 to 44 years,All income,31000
2012,Females,Spouses,"Canadian experience class, spouses and dependents",45 to 54 years,All income,27000
2012,Females,Spouses,"Canadian experience class, spouses and dependents",55 to 64 years,All income,31000
2012,Females,Spouses,Family class - parent or grandparent,20 to 24 years,All income,11700
2012,Females,Spouses,Family class - parent or grandparent,25 to 34 years,All income,10100
2012,Females,Spouses,Family class - parent or grandparent,35 to 44 years,All income,12700
2012,Females,Spouses,Family class - parent or grandparent,45 to 54 years,All income,9700
2012,Females,Spouses,Family class - parent or grandparent,55 to 64 years,All income,7900
2012,Females,Spouses,Family class - parent or grandparent,65 years and over,All income,6600
2012,Females,Spouses,Family class - spouses and partners,25 to 34 years,All income,18400
2012,Females,Spouses,Government-assisted refugees,20 to 24 years,All income,10500
2012,Females,Spouses,Government-assisted refugees,25 to 34 years,All income,11100
2012,Females,Spouses,Government-assisted refugees,35 to 44 years,All income,5900
2012,Females,Spouses,Government-assisted refugees,45 to 54 years,All income,8400
2012,Females,Spouses,Humanitarian and compassionate cases,25 to 34 years,All income,18400
2012,Females,Spouses,Humanitarian and compassionate cases,35 to 44 years,All income,21000
2012,Females,Spouses,Humanitarian and compassionate cases,45 to 54 years,All income,19900
2012,Females,Spouses,Humanitarian and compassionate cases,55 to 64 years,All income,16200
2012,Females,Spouses,Humanitarian and compassionate cases,65 years and over,All income,4800
2012,Females,Spouses,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,7400
2012,Females,Spouses,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,15700
2012,Females,Spouses,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,13900
2012,Females,Spouses,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,8400
2012,Females,Spouses,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,3500
2012,Females,Spouses,Other immigrants,45 to 54 years,All income,40000
2012,Females,Spouses,Privately sponsored refugees,20 to 24 years,All income,13300
2012,Females,Spouses,Privately sponsored refugees,25 to 34 years,All income,13100
2012,Females,Spouses,Privately sponsored refugees,35 to 44 years,All income,13800
2012,Females,Spouses,Privately sponsored refugees,45 to 54 years,All income,12100
2012,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,15800
2012,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,21000
2012,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",35 to 44 years,All income,19200
2012,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",45 to 54 years,All income,16400
2012,Females,Spouses,"Provincial/territorial nominees, spouses and dependents",55 to 64 years,All income,9700
2012,Females,Spouses,Refugee dependents,20 to 24 years,All income,18600
2012,Females,Spouses,Refugee dependents,25 to 34 years,All income,14000
2012,Females,Spouses,Refugee dependents,35 to 44 years,All income,15600
2012,Females,Spouses,Refugee dependents,45 to 54 years,All income,16500
2012,Females,Spouses,Refugees landed in Canada,20 to 24 years,All income,10900
2012,Females,Spouses,Refugees landed in Canada,25 to 34 years,All income,16800
2012,Females,Spouses,Refugees landed in Canada,35 to 44 years,All income,16400
2012,Females,Spouses,Refugees landed in Canada,45 to 54 years,All income,18100
2012,Females,Spouses,Refugees landed in Canada,55 to 64 years,All income,16600
2012,Females,Spouses,"Skilled workers, spouses and dependents",20 to 24 years,All income,17200
2012,Females,Spouses,"Skilled workers, spouses and dependents",25 to 34 years,All income,20000
2012,Females,Spouses,"Skilled workers, spouses and dependents",35 to 44 years,All income,18300
2012,Females,Spouses,"Skilled workers, spouses and dependents",45 to 54 years,All income,17000
2012,Females,Spouses,"Skilled workers, spouses and dependents",55 to 64 years,All income,18100
2012,Females,Spouses,"Skilled workers, spouses and dependents",65 years and over,All income,12000
2012,Females,Spouses,"Skilled workers, spouses and dependents",Less than 20 years,All income,16600
2012,Males,Dependents,"Business class, spouses and dependents",20 to 24 years,All income,13800
2012,Males,Dependents,"Business class, spouses and dependents",25 to 34 years,All income,19400
2012,Males,Dependents,"Business class, spouses and dependents",Less than 20 years,All income,7300
2012,Males,Dependents,"Canadian experience class, spouses and dependents",20 to 24 years,All income,15800
2012,Males,Dependents,"Canadian experience class, spouses and dependents",25 to 34 years,All income,23000
2012,Males,Dependents,"Canadian experience class, spouses and dependents",Less than 20 years,All income,7300
2012,Males,Dependents,Family class - other,20 to 24 years,All income,12800
2012,Males,Dependents,Family class - other,Less than 20 years,All income,13000
2012,Males,Dependents,Family class - parent or grandparent,20 to 24 years,All income,20000
2012,Males,Dependents,Family class - parent or grandparent,25 to 34 years,All income,20000
2012,Males,Dependents,Family class - parent or grandparent,Less than 20 years,All income,15100
2012,Males,Dependents,Family class - spouses and partners,20 to 24 years,All income,15900
2012,Males,Dependents,Family class - spouses and partners,25 to 34 years,All income,14800
2012,Males,Dependents,Family class - spouses and partners,Less than 20 years,All income,11200
2012,Males,Dependents,Government-assisted refugees,20 to 24 years,All income,13500
2012,Males,Dependents,Government-assisted refugees,25 to 34 years,All income,17500
2012,Males,Dependents,Government-assisted refugees,Less than 20 years,All income,7800
2012,Males,Dependents,Humanitarian and compassionate cases,20 to 24 years,All income,19800
2012,Males,Dependents,Humanitarian and compassionate cases,25 to 34 years,All income,28000
2012,Males,Dependents,Humanitarian and compassionate cases,Less than 20 years,All income,10000
2012,Males,Dependents,"Live-in caregivers, spouses and dependents",20 to 24 years,All income,18700
2012,Males,Dependents,"Live-in caregivers, spouses and dependents",25 to 34 years,All income,23000
2012,Males,Dependents,"Live-in caregivers, spouses and dependents",35 to 44 years,All income,31000
2012,Males,Dependents,"Live-in caregivers, spouses and dependents",45 to 54 years,All income,29000
2012,Males,Dependents,"Live-in caregivers, spouses and dependents",Less than 20 years,All income,10400
2012,Males,Dependents,Privately sponsored refugees,20 to 24 years,All income,19300
2012,Males,Dependents,Privately sponsored refugees,25 to 34 years,All income,21000
2012,Males,Dependents,Privately sponsored refugees,Less than 20 years,All income,12400
2012,Males,Dependents,"Provincial/territorial nominees, spouses and dependents",20 to 24 years,All income,15200
2012,Males,Dependents,"Provincial/territorial nominees, spouses and dependents",25 to 34 years,All income,16900
2012,Males,Dependents,"Provincial/territorial nominees, spouses and dependents",Less than 20 years,All income,10800
2012,Males,Dependents,Refugee dependents,20 to 24 years,All income,14000
2012,Males,Dependents,Refugee dependents,25 to 34 years,All income,22000
2012,Males,Dependents,Refugee dependents,35 to 44 years,All income,25000
2012,Males,Dependents,Refugee dependents,45 to 54 years,All income,19900
2012,Males,Dependents,Refugee dependents,55 to 64 years,All income,34000
2012,Males,Dependents,Refugee dependents,Less than 20 years,All income,9000
2012,Males,Dependents,Refugees landed in Canada,20 to 24 years,All income,15300
